"number","text","code","Anmerkung"
"7269","""Was ist das für eine Welt, in der stärker gegen das Retten von Leben vorgegangen wird als gegen das Sterben lassen?"" #Lifeline https://t.co/c519Cb8dsB","",""
"7270","@CDUWeirich @GertUweMende @tsghessen Zusammenstehen ist in der Union offensichtlich gerade nicht so angesagt, ich bin gespannt, wie der Boxkampf Bouffier vs. Seehofer ausgeht: 

https://t.co/9TY0sMNyyX","",""
"7272","WIR BLEIBEN ALLE!
Simin und Medi fragen die @schaderstiftung: ""Warum verhalten Sie sich so respektlos uns gegenüber?"" #Hochaus- Rödelheim
 #frankfurt #rödelheim #schader-schande #keinerenditemitdermiete #wirbleibenalle  #mietenwahnsinn-hessen https://t.co/ufTOBGyIQf https://t.co/jWhxoaqJ9L","",""
"7275","Die AfD und die Angst vor dem Unbekannten

Der HR hat alle Spitzenkandidaten zum „Blind Date mit Wählern“ eingeladen (Bouffier sagte ab).
Der AfD-Kandidat hat nach 30 min abgebrochen - der HR hat’s trotzdem gesendet. Großes Kino!

Meins kommt heute 19.30.

https://t.co/CsRU4pRMiu","",""
"7277","Wenn es schon ein Fortschritt ist, dass Kinder gemeinsam mit ihren Eltern, die kein Verbrechen begangen haben, unschuldig ins Gefängnis gesperrt und nicht mehr von ihren Eltern getrennt werden. #Trump  
https://t.co/MkskpZQfii","",""
"7278","Bannwald darf nicht weiter für Kiesabbau und Flughafenausbau geopfert werden!

Heute fand eine Kundgebung des Aktionsbündnisses Langener Bannwald vor dem Landtag statt.

Wir unterstützen das Aktionsbündnis in seiner Zielsetzung, weitere Rodungen von Bannwäldern zu verhindern. https://t.co/YBc39CpFlU","",""
"7279","Vor genau zehn Jahren hat der Hessische Landtag die Studiengebühren abgeschafft mit der damaligen Mehrheit aus SPD, Grüne und LINKE. Nachdem Studierende jahrelang protestiert hatten. Nie habe ich die Hand im Plenarsaal lieber gehoben als an diesem Tag. Wer kämpft, kann gewinnen. https://t.co/D0cXGbJ8cw","",""
"7281","Tolle Veranstaltung mit Urban Priol gestern in Frankfurt, der Raum war mit 800-900 Menschen proppenvoll. https://t.co/JFKYqqyxMQ","",""
"7283","@ThomasLohmeier @WulfGallert Stimmt. Hinzu kommt: Hätten die Autoren das Dublin-Abkommen mal gelesen, wüssten sie, dass Merkel es mitnichten ausgesetzt hat, sondern dass sogar dieses schlechte Abkommen das sogenannte Selbsteintrittsrecht in Artikel 17 ausdrücklich vorsieht.","",""
"7289","""Asyltourismus"": Können wir bitte damit aufhören, das Überqueren eines Meeres in einem Boot, bei dem Menschen in großer Zahl sterben, als eine Tätigkeit ""zur Erholung"" zu beschreiben? #Asylstreit https://t.co/oljLyLIYGe","",""
"7290","Wer hätte auch ahnen können, dass Saudi-Arabien so mit Regimegegnern umgehen würde?

Waffenexporte vollständig stoppen und nicht nur vorläufig aussetzen!

https://t.co/zfEUTqTJlm","",""
"7292","@aydoganmakasci Richtig schlimm wird es erfahrungsgemäß erst am Sonntag, bis dahin ist man ja ganz gut beschäftigt <U+0001F609>","",""
"7295","@wksamoaconsult @dieLinke Die Wirtschaftsflüchtlinge aus London <U+0001F609>? Dann müssen wir wohl wieder Turnhallen bereitstellen. Aber im Ernst: Erstmal abwarten, ob es wirklich so viele werden.","",""
"7296","@hairforceone89 Hm. Aber wenn wir beim Klimaschutz und bei der Verkehrswende auch einig sind, dann dürfte es doch da auch keine allzu großen Differenzen geben.","",""
"7305","@WoSchBonn @savange99 Der (neo-)liberale Privat-vor-Staat-Ansatz hat seine Überlegenheit in der letzten Finanz- und Wirtschaftskrise erneut eindrucksvoll unter Beweis gestellt. 
Am Ende wurden Banken verstaatlicht u mit Steuermilliarden gerettet. Da waren die Rufe nach dem freien Markt ziemlich leise.","",""
"7306","Plakatmotiv Nr. 4 für den OB-Wahlkampf in Frankfurt: Fluglärm entschlossen bekämpfen!

Für ein 8-stündiges Nachtflugverbot, die Deckelung der Flugbewegung und die Verlagerung von Kurzstreckenflügen auf die Bahn. Fluglärm bekämpfen, Schadstoffbelastung reduzieren, Klima schützen! https://t.co/smYbcu0jYO","",""
"7309","Jetzt zum Politischen Aschermittwoch nach Frankfurt: https://t.co/d0ipYvJQp6","",""
"7310","Passau am Aschermittwoch nicht der CSU überlassen! 

Heute morgen war ich beim Politischen Aschermittwoch der LINKEN in Passau. Richtig viele Leute, gute Stimmung, toller Kreisverband. Vielen Dank für die Einladung und alles Gute für den Landtagswahlkampf! https://t.co/iNyydG2vmJ","",""
"7316","Die Ergebnisse des aktuellen HR-Hessentrends sind besorgniserregend. Zwar sind 7% für DIE LINKE ein guter Wert, aber die AfD wäre mit 15% drittstärkste Kraft.

Die AfD kann sich bei Seehofer und der CSU bedanken. Wer die Parolen der AfD übernimmt, macht sie stark. https://t.co/Ct8If9XIs0","",""
"7322","@murmeltier_de Komplexes Thema. Ich persönlich bin großer Fan von HR-Info und höre fast nichts anderes. Ich finde die Musikauswahl auch etwas zu eintönig, zu seicht und die Verdrängung von Programmradio zugunsten der Formatradios nicht gut. Eine vielfältigere Musikauswahl wäre schon ganz gut.","",""
"7326","#Eintracht #Frankfurt <U+2764><U+FE0F> 
Bayernjäger Nummer 1 (zumindest bis morgen) https://t.co/hVFYXLHWTy","",""
"7327","Mit ""United Colors of Bembeltown"" und dem ""Anthony-Yeboah-Haus"" setzte Eintracht Frankfurt Zeichen gegen Rassismus 

Heute gibt es vor dem Heimspiel rund ums Waldstadion Solidaritätsaktionen für Peter Fischer, organisiert von ""Aufstehen gegen Rassismus"".

https://t.co/TgO9S58VAd","",""
"7330","@miez1980 @hessenschauDE @NargessEG Außerdem muss Leerstand bekämpft werden, es muss geprüft werden, wo Büroräume in Wohnungen umgewandelt werden können, wir brauchen eine wirksame Mietpreisbremse, eine Stärkung von Mieterrechten und eine Begrenzung bei der Umlage von Sanierungskosten auf Mieter.","",""
"7336","@mrlnxf @wahlkompass Danke!","",""
"7341","„Heute Bayern, morgen Deutschland - neues #Polizeiaufgabengesetz stoppen!“ in BEIDEN Fankurven!!! #S04BMG @westline_de @FasziFankurve @Dr_Huettl https://t.co/91SuCqDbnS","",""
"7348","#Girlsday bei der Fraktion DIE LINKE. https://t.co/gGLkAyvI5e","",""
"7353","Wahlkampf ist ... wenn die Kalender an der Wand im Oktober noch den Juli anzeigen.

(Okay, vielleicht hätten wir auch nicht alle aufhängen sollen, die uns zugeschickt wurden.) @kmnd https://t.co/H9jfdrgDRD","",""
"7354","„Da wird ein Mann mitten in der Nacht aus seinem Leben gezerrt.“

Der junge Mann hätte gar nicht abgeschoben werden dürfen.
Bei einer Mitteilung des Bundesamtes an die Behörden sei ein Häkchen falsch gesetzt worden.

Tolle Nachbarn! Bericht über den Protest gegen eine Abschiebung https://t.co/GFgLQnbwc4","",""
"7356","Die Stadt Wiesbaden: Wir richten einen Fahrradweg ein.

Ein Wiesbadener Autofahrer: Yippie, neue Parkplätze. In Bahnhofsnähe. https://t.co/Wae1AQel5g","",""
"7358","Auf die Frage, ob nach Auffassung des Bundesinnenministeriums das Judentum zu Deutschland gehöre, antwortet die Pressesprecherin alles Ernstes, dass man doch auf die Arbeit des Antisemitismus-Beauftragten der Bundesregierung warten solle.
via @gerhardmerz
https://t.co/5SM9QFNwwH","",""
"7361","Ein ärgerlicher Artikel. Wegen kruder Thesen und weil die falsche Erzählung vom „Rechtsbruch“ wiederholt wird.

Hätten die Autoren das Dublin-Abkommen gelesen, wüssten sie, dass Merkel es gar nicht ausgesetzt hat, Artikel 17 sieht das sog. Selbsteintrittsrecht ausdrücklich vor. https://t.co/iyPiNPdIFL","",""
"7364","@Nikut72 @Halbblutjurist @DrGerechtigkeit @Der_Postillon @heuteshow Die Sätze hat er wortwörtlich so gesagt. Die Quelle ist auch rechts im Bild angegeben. Spahn plant übrigens gerade 600 Notaufnahmen (etwa ein Drittel) zu schließen, dabei geht es mal wieder um Kosteneinsparungen und nicht um „effiziente“ Organisation.

https://t.co/WicHksroT1 https://t.co/3mhlMgn2h3","",""
"7365","hr-Hessentrend: CDU wenige Wochen vor der Landtagswahl im Umfragetief https://t.co/NnqzCQ7ind","",""
"7369","Ob man Mitgefühl besitzt oder von Hass getrieben ist, zeigt sich sehr gut in den Kommentaren zu #Münster.
Die einen wollen Kerzen anzünden, die anderen Asylunterkünfte.","",""
"7370","Unser Parteivorstand macht heute am #Weltgesundheitstag deutlich. Menschen vor Profite. Um den lebensbedrohlichen Pflegenotstand zu stoppen, braucht es 100.000 Pflegekräfte mehr in den Krankenhäusern und 40.000 weitere Altenpflegekräfte. Weitere Infos: https://t.co/wOoFHhcZtj https://t.co/cAhNoHpxUA","",""
"7371","Heute im @1730Sat1live #Sommerinterview:  @Janine_Wissler, Fraktionsvorsitzende @LinkeLTGHessen und Spitzenkandidatin @DIELINKEHESSEN für die hessische Landtagswahl am 28. Oktober ! https://t.co/mdISmX6bmV","",""
"7372","Hier noch ein Interview mit der FNP zum Parteitag und den Aufgaben der LINKEN:

https://t.co/B93QXYoWl1","",""
"7373","Der Bürgermeister der sizilianischen Hafenstadt #Palermo zeigt wahre menschliche Größe! Ein beherzter Appell für das Leben und gegen das Sterben im Mittelmeer. „Palermo wird alle Schiffe willkommen heißen, die im Mittelmeer Leben retten.“ Mille Grazie @LeolucaOrlando1 #Aquarius https://t.co/xp6YmnCcyk","",""
"7375","@FaresBannourk @_juliaschramm Natürlich. Es gibt eine Studie, die besagt, dass sich sogar 55% der Bevölkerung in irgendeiner Weise für Flüchtlinge engagiert haben. Hier einige Studien dazu:

https://t.co/uJ6OUCyUyI

https://t.co/eqb46hi4CH

https://t.co/QAUirbMOPh https://t.co/085stD9zwQ","",""
"7376","@FaresBannourk @_juliaschramm Sozialwissenschaftliche Studien schätzen, dass sich seit 2015 mehr als 10% der über 14-Jährigen für Flüchtlinge engagiert haben, das sind mehr als die AfD-Wähler bei der BTW. (Wobei es schwierig ist, Wähler und Aktive zu vergleichen.) Bei Pegida waren es in der Spitze 25.000.","",""
"7378","@Marzipan_Likoer @zeitonline Der Stellenabbau und Kürzungen bei freiwilligen Leistungen und Investitionen sind im schwarzgrünen Koalitionsvertrag vereinbart (S. 7): https://t.co/9V8FrvkfD7","",""
"7382","@Janine_Wissler Wissler und Jan Schalauske mit großer Mehrheit als Spitzenkandidaten gewählt #ltw18 https://t.co/hM1WGAaEWO","",""
"7386","Ein sehr schönes Foto von unserem Wahlkampfabschluss in Darmstadt mit unseren Spitzenkandidaten Jan Schalauske und @Janine_Wissler außerdem unserer Direktkandidatin Ann-Christine Sparn und @GregorGysi #MehrFürDieMehrheit https://t.co/43zdML8PRA","",""
"7389","""Protest gegen Darmstädter Hindenburgstraße: 
Drei Senioren haben in der Nacht zum Dienstag die Hindenburgstraße zum 85. Jahrestag der Ernennung Hitlers zum Reichskanzler durch den Reichspräsidenten Paul von Hindenburg in 'Halit-Yozgat-Straße' umbenannt."" https://t.co/kRCJ1v906B","",""
"7393","Besonderer Termin heute: Als Zuschauergast beim Podium der Theaterfreunde Wiesbaden zur aktuellen Inszenierung der Antigone in der Fassung von Brecht.
Antigone ist die erste starke Frauenfigur der Theaterliteratur, sie steht für zivilen Widerstand gegen Krieg und Gewaltherrschaft https://t.co/bEa0zjruuM","",""
"7395","Will der Minister mit den Reimen,
sich bei AfDlern bloß einschleimen?
Die Büttenrede vom Herrn Beuth,
hat @Janine_Wissler nicht erfreut.
Ging‘ ein Witz auf Kost‘ der Schwachen,
könnt‘ man wenig drüber lachen.

https://t.co/cjwUPhM18E (Video) https://t.co/VBaJpFKHHm","",""
"7401","@Halbblutjurist @Nikut72 @DrGerechtigkeit @Der_Postillon @heuteshow Und der Satz mit der App ist auch nicht aus dem Zusammenhang gerissen. Der Gesundheitsminister behauptet ernsthaft, dass eine App genauer als viele Ärzte sei. Oder kann man das irgendwie anders verstehen?","",""
"7404","Blind Date mit @tsghessen
@PriskaHinz @Janine_Wissler
@rock_fdp und Rainer Rahn von der @AfD - wobei, bei letzterem wurde das Date abgebrochen, bevor überhaupt Stimmung aufkommen konnte. Aber seht selbst (es ist der knaller):
https://t.co/6PeMoSy0J4

#ltwhessen #hessen","",""
"7405","SAT1-Sondersendung zur Landtagswahl: Interview mit mir zu den wichtigsten Themen der Landespolitik.

#linke #MehrFürDieMehrheit #hessen #landtagswahl  

https://t.co/LOpXHXkC16","",""
"7406","""Nach 20 Jahren kann man die CDU ruhig mal abwählen"", sagte @Janine_Wissler bei der Podiumsdiskussion der Spitzenkandidaten vor der Landtagswahl. 
https://t.co/mwx6oFlPhz https://t.co/RtqzCJ9caA","",""
"7407","Vielleicht auch interessant für einige hier in #NRW: @Janine_Wissler (@DIELINKEHESSEN) erklärt der FDP das mit dem #Klimawandel: 
https://t.co/UiDPPD7JGa","",""
"7409","AfD-Anhänger bedroht politischen Gegner in Frankfurt mit Schusswaffe – und bekommt Rückendeckung vom AfD-Landesvorsitzenden.
 
Das belegt erneut den Charakter und die Gewaltbereitschaft der AfD. 
Sie ist eine Gefahr für die Demokratie.
https://t.co/1mtgM41ZE2","",""
"7410","Wir hätten gerne etwas mehr zugelegt gestern, dennoch: Es ist das beste Ergebnis, das DIE LINKE bei einer Landtagswahl in Hessen bisher erzielen konnte und wir ziehen gestärkt in den Landtag ein.","",""
"7413","In Lübeck veranstaltet DIE LINKE heute Abend ein Public Viewing mit Handkäs und Ebbelwoi und nennen ihre Geschäftsstelle „Zum roten Bock“ <U+0001F60D>
Liebe Grüße nach Lübeck und an alle anderen Orte, wo man heute mit uns mitfiebert.

#linke #landtagswahl @DieLinkeHL https://t.co/IUA7D0GtSW","",""
"7420","Der großartige Urban Priol beim Neujahrsempfang der LINKEN im Hessischen Landtag. https://t.co/AfN37JBhNf","",""
"7424","Podiumsdiskussion zum #OBWahl18 in #Frankfurt beim #DGB mit allen Spitzenkandidaten.
@Janine_Wissler großartig - @DiePARTEIffm nicht nur lustig sondern auch Inhalt - #wasmachteigentlichpeterfeldmann ? Guten Job - @NargessEG war auch da und #OhWeyand geht halt gar nicht https://t.co/sFn61cVqPU","",""
"7425","@LHHessen Da waren wir sogar noch schneller, das haben wir letztes Jahr schon in den Landtag eingebracht: 

https://t.co/kRqmaFQOmD","",""
"7426","@LHHessen Danke für den Hinweis. Hier unser Programm in leichter Sprache: https://t.co/zPPt4hyx0H","",""
"7427","Ein Syrer wird im Beisein seiner kleinen Kinder rassistisch beschimpft und in den Schwitzkasten genommen, während zwei Hunde zubissen. Er liegt im Krankenhaus.

Währenddessen fabulieren andere von angeblichen Ängsten vor gebrochenem Deutsch beim Bäcker.

https://t.co/qQezuvMcP3","",""
"7430","10 Jahre @LinkeLTGHessen : Jubiläumsfeier im Wiesbadener Landtag mit @Janine_Wissler @YpsilantiAndrea und Katja Kipping https://t.co/MDL5kKNVKR","",""
"7434","@GeorgAlbrecht1 @RTRoemer Das stimmt schon, dass es immer jemand bezahlt. Wir wollen zum einen den Anteil aus Steuermitteln deutlich erhöhen und den Rest nicht alleine auf die Nutzer abwälzen, sondern durch Umlagen finanzieren z.B. durch Unternehmensabgaben.","",""
"7435","Sehr gut besuchte Veranstaltung ""Die Freiheit des Wortes"".

Zu Gast war Dogan Akhanli, der sich in seinen Büchern u.a. mit dem Völkermord an den Armeniern auseinandersetzt. Er war inhaftiert in der Türkei und wurde 2017 in Spanien auf Wunsch der türkischen Regierung festgenommen. https://t.co/PSVKElVM5i","",""
"7439","""Wo stünden wir heute in der Geschichte, wenn immer alle nur dafür gekämpft hätten, was realistisch erscheint? Man kann etwas verändern!""  @Janine_Wissler beim politischen #Aschermittwoch #PAM2018 #PAM18","",""
"7450","@gerhardmerz Schon wieder jemand abhanden gekommen?","",""
"7453","Für alle, die es morgen nicht nach Passau schaffen: Auf unserer Landeshomepage könnt ihr euch den Politischen Aschermittwoch mit @DietmarBartsch <U+200B>, @Janine_Wissler <U+200B> und @AtesGuerpinar <U+200B> im #Livestream anschauen https://t.co/s41v4yxxwy. #pam18 https://t.co/ANRaGeShaT","",""
"7458","Die Arbeit in der Pflege muss endlich höher wertgeschätzt und besser bezahlt werden, fordert @Janine_Wissler. Es kann nicht sein, dass die Beschäftigten in der Pflege Angst vor Altersarmut haben müssen. #hrWahl","",""
"7461","Björn Vedder im Gespräch mit Janine Wissler: Mittwoch,10. Oktober 2018 Buchmesse Frankfurt, Halle 4.1 G71 (Gemeinschaftsstand Literatur in Hessen)
https://t.co/zacm6uLSID","",""
"7464","Um 8:30 Uhr steht Ihnen @Janine_Wissler (@DIELINKEHESSEN) im hr-Livechat zur Landtagswahl 2018 in Hessen - #hrWAHL Rede und Antwort! Stellen Sie jetzt Ihre Fragen: https://t.co/UNKMorseGu
#ltwhe18 #LtwHessen","",""
"7466","„Wir müssen uns die Frage stellen: Wem gehört die Stadt? Frankfurt muss eine Stadt sein für die Menschen, die hier leben und nicht ein Tummelfeld für Investoren.“ 
Interview mit dem @journalffm: 
https://t.co/uO0yxbyvBu

#linke","",""
"7469","Viele Interessierte beim wohnungspolitischen Rundgang durch FFM-Bockenheim zu Gentrifizierung, Bodenspekulation, Verkauf öffentl. Grundstücke und aus der Bindung fallende Sozialwohnungen. 
Und Unterschriften für den @mietentscheid gesammelt.
Stadt für alle statt Luxus für Wenige! https://t.co/qw8BHydnSh","",""
"7470","Wahlkampf in Hofheim und in Frankfurt-Bockenheim mit Sonnenschein und vielen guten Gesprächen.

#linke #MehrfürdieMehrheit https://t.co/Bw1AahZ0eE","",""
"7471","Wahlkampfsamstag! 
Morgen bin ich erst im roten Pavillon in Hofheim und nachmittags beim wohnungspolitischen Rundgang in Frankfurt-Bockenheim. Kommt vorbei!

#linke #hessen #mehrfürdiemehrheit #hofheim #frankfurt #landtagswahl https://t.co/cPxWtaH9rB","",""
"7472","@herr_sassenroth @YOUFM Danke für die Vorwarnung! (mit Unterstrich auf Twitter)","",""
"7473","@ismail_kupeli @dieLinke @kmnd Danke! Wir arbeiten derweil daran, dass die Fraktion und damit auch die Wandflächen größer werden <U+0001F609>","",""
"7475","@hecktiger @dieLinke Nicht nur regional. Die Partei macht bundesweit auch gerade eine Kampagne zu Pflege und Mieten.

Für DIE LINKE ist Solidarität aber keine Frage des Passes, deshalb unterstützen wir die Seebrücke-Demos und kämpfen für eine humane Flüchtlingspolitik.","",""
"7476","Der einzige Kandidat, der einen rechtspopulistischen Wahlkampf gemacht, Ressentiments gegen Minderheiten geschürt und behauptet hat, es gäbe zu viel Migranten in der Stadt, ist mit nicht mal sechs Prozent bei der OB-Wahl abgeschmiert. Frankfurt <U+2764><U+FE0F>","",""
